path	line	offset_or_marker	text
src/patches/patch_change_ai_time_540.c	31	0x151d	"* 472d24:	b9 1d 15 00 00		# mov	ecx, 0x151d		; ecx = 5405"
src/patches/patch_change_ai_time_540.c	42	0x72d24	if (fseek(f, 0x72d24, SEEK_SET))
src/patches/patch_change_ai_time_540.c	43	0x72d24	"die(""Couldn't seek to %x in %s"", 0x72d24, filename);"
src/patches/patch_change_ai_time_540.c	46	0x72d24	"die(""Couldn't read preimage at %x in %s"", 0x72d24, filename);"
src/patches/patch_change_ai_time_540.c	50	patch_	"popup(""patch_change_ai_time_540"","
src/patches/patch_change_ai_time_540.c	51	Magic.exe	"""Skipped Magic.exe: the active check_timer_for_ai_speculation() path already jumps into C. Patch ManalinkEh.dll with tools/patch-ai-decision-fallback.py instead."");"
src/patches/patch_change_ai_time_540.c	53	patch_	"popup(""patch_change_ai_time_540"","
src/patches/patch_change_ai_time_540.c	54	Magic.exe	"""Skipped Magic.exe: unexpected bytes at 0x72d24:%s"","
src/patches/patch_change_ai_time_540.c	61	0x010e	"#define INJ	""\xb9\x0e\x01\x00\x00""	/* mov	ecx, 0x010e		; ecx = 270	*/"
src/patches/patch_change_ai_time_540.c	62	0x72d24	SEEK_AND_WRITE(f, 0x72d24);
src/patches/patch_change_ai_time_540.c	67	patch_	"SUCCESS(""patch_change_ai_time_540"");"
src/patches/patch_charge_mana.pl	3	Magic.exe	# Updates Magic.exe and ManalinkEx.dll in-place.
src/patches/patch_charge_mana.pl	35	Magic.exe	"$filename = ""Magic.exe"";"
src/patches/patch_charge_mana.pl	44	0x4ef1a0	"# 42e953:	a1 a0 f1 4e 00		mov	eax, dword [0x4ef1a0]	; eax = x_value"
src/patches/patch_charge_mana.pl	48	0x2e953	#seek_and_write($f, 0x2e953,
src/patches/patch_charge_mana.pl	49	0x1270090	"#	       0xe9, 0x38, 0x17, 0xe4, 0x00);	# jmp	0x1270090"
src/patches/patch_charge_mana.pl	60	0x2eac9	#seek_and_write($f, 0x2eac9,
src/patches/patch_charge_mana.pl	61	0x12700e0	"#	       0xe9, 0x12, 0x16, 0xe4, 0x00,	# jmp	0x12700e0"
src/patches/patch_charge_mana.pl	69	0x4ef1a0	"# 42ff0a:	a1 a0 f1 4e 00		mov	eax, dword [0x4ef1a0]	; eax = x_value"
src/patches/patch_charge_mana.pl	73	0x2ff0a	#seek_and_write($f, 0x2ff0a,
src/patches/patch_charge_mana.pl	74	0x1270104	"#		 0xe9, 0xf5, 0x01, 0xe4, 0x00);	# jmp	0x1270104"
src/patches/patch_charge_mana.pl	82	0x4ef1a0	"# 43001d:     a3 a0 f1 4e 00		mov	[0x4ef1a0], eax		; x_value = eax"
src/patches/patch_charge_mana.pl	86	0x3001a	#seek_and_write($f, 0x3001a,
src/patches/patch_charge_mana.pl	87	0x127013a	"#		 0xe9, 0x1b, 0x01, 0xe4, 0x00,	# jmp	0x127013a"
src/patches/patch_charge_mana.pl	96	0xd9434	seek_and_write($f, 0xd9434,
src/patches/patch_charge_mana.pl	98	0x4ef1a0	"0xa0, 0xf1, 0x4e, 0x00,		# 0x4ef1a0 = &x_value"
src/patches/patch_charge_mana.pl	99	0x4ef400	"0x00, 0xf4, 0x4e, 0x00,		# 0x4ef400 = &pay_mana_colorless"
src/patches/patch_charge_mana.pl	100	0x4ef198	"0x98, 0xf1, 0x4e, 0x00);		# 0x4ef198 = &max_x_value"
src/patches/patch_charge_mana.pl	114	0x26f490	"#seek_and_write($f, 0x26f490,	# mapped to 0x1270090"
src/patches/patch_charge_mana.pl	115	0x4d9434	"#	       0xff, 0x35, 0x34, 0x94, 0x4d, 0x00,	# push	dword [0x4d9434]	; store old value of 0x4d9434 on stack"
src/patches/patch_charge_mana.pl	117	0x4d9434	"#	       0xa3, 0x34, 0x94, 0x4d, 0x00,		# mov	dword [0x4d9434], eax	; ...at 0x4d9434"
src/patches/patch_charge_mana.pl	118	0x4d9438	"#	       0xff, 0x35, 0x38, 0x94, 0x4d, 0x00,	# push	dword [0x4d9438]	; store old value of 0x4d9438 on stack"
src/patches/patch_charge_mana.pl	120	0x4d9438	"#	       0xa3, 0x38, 0x94, 0x4d, 0x00,		# mov	dword [0x4d9438], eax	; ...at 0x4d9438"
src/patches/patch_charge_mana.pl	121	0x4d943c	"#	       0xff, 0x35, 0x3c, 0x94, 0x4d, 0x00,	# push	dword [0x4d943c]	; store old value of 0x4d943c on stack"
src/patches/patch_charge_mana.pl	123	0x4d943c	"#	       0xa3, 0x3c, 0x94, 0x4d, 0x00,		# mov	dword [0x4d943c], eax	; ...at 0x4d943c"
src/patches/patch_charge_mana.pl	124	0x4d9440	"#	       0xff, 0x35, 0x40, 0x94, 0x4d, 0x00,	# push	dword [0x4d9440]	; store old value of 0x4d9440 on stack"
src/patches/patch_charge_mana.pl	126	0x4d9440	"#	       0xa3, 0x40, 0x94, 0x4d, 0x00,		# mov	dword [0x4d9440], eax	; ...at 0x4d9440"
src/patches/patch_charge_mana.pl	127	0x4ef1a0	"#	       0xa1, 0xa0, 0xf1, 0x4e, 0x00,		# mov	eax, dword [0x4ef1a0]	; eax = x_value	; the command replaced by the jmp here"
src/patches/patch_charge_mana.pl	128	0x42e958	"#	       0xe9, 0x7a, 0xe8, 0x1b, 0xff,		# jmp	0x42e958		; jmp to command following injection"
src/patches/patch_charge_mana.pl	136	0x26f4e0	"#seek_and_write($f, 0x26f4e0,	# mapped to 0x12700e0"
src/patches/patch_charge_mana.pl	137	0x4d9440	"#	       0x8f, 0x05, 0x40, 0x94, 0x4d, 0x00,	# pop	dword [0x4d9440]	; restore old value of 0x4d9440 from stack"
src/patches/patch_charge_mana.pl	138	0x4d943c	"#	       0x8f, 0x05, 0x3c, 0x94, 0x4d, 0x00,	# pop	dword [0x4d943c]	; restore old value of 0x4d943c from stack"
src/patches/patch_charge_mana.pl	139	0x4d9438	"#	       0x8f, 0x05, 0x38, 0x94, 0x4d, 0x00,	# pop	dword [0x4d9438]	; restore old value of 0x4d9438 from stack"
src/patches/patch_charge_mana.pl	140	0x4d9434	"#	       0x8f, 0x05, 0x34, 0x94, 0x4d, 0x00,	# pop	dword [0x4d9434]	; restore old value of 0x4d9434 from stack"
src/patches/patch_charge_mana.pl	142	0x42eacf	"#	       0xe9, 0xcc, 0xe9, 0x1b, 0xff,		# jmp	0x42eacf		; jmp to command following injection"
src/patches/patch_charge_mana.pl	149	0x26f504	"#seek_and_write($f, 0x26f504,	# mapped to 0x1270104"
src/patches/patch_charge_mana.pl	150	0x4d9438	"#		 0xff, 0x35, 0x38, 0x94, 0x4d, 0x00,	# push	dword [0x4d9438]	; store old value of 0x4d9438 on stack"
src/patches/patch_charge_mana.pl	152	0x4d9438	"#		 0xa3, 0x38, 0x94, 0x4d, 0x00,		# mov	dword [0x4d9438], eax	; ...at 0x4d9438"
src/patches/patch_charge_mana.pl	153	0x4d943c	"#		 0xff, 0x35, 0x3c, 0x94, 0x4d, 0x00,	# push	dword [0x4d943c]	; store old value of 0x4d943c on stack"
src/patches/patch_charge_mana.pl	155	0x4d943c	"#		 0xa3, 0x3c, 0x94, 0x4d, 0x00,		# mov	[0x4d943c], eax		; ...at 0x4d943c"
src/patches/patch_charge_mana.pl	156	0x4d9440	"#		 0xff, 0x35, 0x40, 0x94, 0x4d, 0x00,	# push	dword [0x4d9440]	; store old value of 0x4d9440 on stack"
src/patches/patch_charge_mana.pl	158	0x4d9440	"#		 0xa3, 0x40, 0x94, 0x4d, 0x00,		# mov	[0x4d9440], eax		; ...at 0x4d9440"
src/patches/patch_charge_mana.pl	159	0x4ef1a0	"#		 0xa1, 0xa0, 0xf1, 0x4e, 0x00,		# mov	eax, [0x4ef1a0]		; eax = x_value	; the command replaced by the jmp here"
src/patches/patch_charge_mana.pl	160	0x42ff0f	"#		 0xe9, 0xd7, 0xfd, 0x1b, 0xff,		# jmp	0x42ff0f		; jmp to cmomand following injection"
src/patches/patch_charge_mana.pl	167	0x26f53a	"#seek_and_write($f, 0x26f53a,	# mapped to 0x127013a"
src/patches/patch_charge_mana.pl	168	0x4d9440	"#		 0x8f, 0x05, 0x40, 0x94, 0x4d, 0x00,	# pop	dword [0x4d9440]	; restore old value of 0x4d9440 from stack"
src/patches/patch_charge_mana.pl	169	0x4d943c	"#		 0x8f, 0x05, 0x3c, 0x94, 0x4d, 0x00,	# pop	dword [0x4d943c]	; restore old value of 0x4d943c from stack"
src/patches/patch_charge_mana.pl	170	0x4d9438	"#		 0x8f, 0x05, 0x38, 0x94, 0x4d, 0x00,	# pop	dword [0x4d9438]	; restore old value of 0x4d9438 from stack"
src/patches/patch_charge_mana.pl	172	0x4ef1a0	"#		 0xa3, 0xa0, 0xf1, 0x4e, 0x00,		# mov	[0x4ef1a0], eax		; x_value = eax		; the other command replaced by the jmp here"
src/patches/patch_charge_mana.pl	173	0x430022	"#		 0xe9, 0xc9, 0xfe, 0x1b, 0xff,		# jmp	0x430022		; jmp to command following injection"
src/patches/patch_charge_mana_can_activate.c	1	patch	"#include ""patch.h"""
src/patches/patch_charge_mana_can_activate.c	3	Magic.exe	// Updates Magic.exe in-place.
src/patches/patch_charge_mana_can_activate.c	16	Magic.exe	"OPEN(""Magic.exe"");"
src/patches/patch_charge_mana_can_activate.c	23	0x42eba3	"* 42e917:	0f 85 86 02 00 00		# jne		0x42eba3				;     != 0) goto 0x42eba3"
src/patches/patch_charge_mana_can_activate.c	24	0x20000	"* 42e91d:	f7 46 08 00 00 02 00	# test	dword [esi+0x8], 0x20000	; if ((instance->state & STATE_SUMMON_SICK)"
src/patches/patch_charge_mana_can_activate.c	25	0x42e934	"* 42e924:	74 0e					# je	0x42e934					;     == 0) goto 0x42e934"
src/patches/patch_charge_mana_can_activate.c	27	0x7c7000	"* 42e929:	8b 04 85 00 70 7c 00	# mov	eax, dword [eax*4+0x7c7000]	; eax = card_data_pointers[eax]"
src/patches/patch_charge_mana_can_activate.c	29	0x42eba3	"* 42e934:	0f 85 69 02 00 00		# jne	0x42eba3					;     != 0) goto 0x42eba3"
src/patches/patch_charge_mana_can_activate.c	33	0x42e93a	"#define INJ	""\xeb\x25\x90\x90""			/* jmp 0x42e93a */"
src/patches/patch_charge_mana_can_activate.c	34	0x2e913	SEEK_AND_WRITE(f, 0x2e913);
src/patches/patch_charge_mana_can_activate.c	43	0x7e7038	"* 42e9bf:	8a 8c c0 38 70 7e 00	# mov	cl, byte [eax+eax*8+0x7e7038]	; cl = cards_data[iid].type"
src/patches/patch_charge_mana_can_activate.c	45	0x42e9ee	"* 42e9c9:	75 23					# jne	0x42e9ee						;     != 0) goto 0x42e9ee"
src/patches/patch_charge_mana_can_activate.c	46	patch_	"* 42e9cb:	6a ff					# ...									; dispatch_event(...,CAN_ACTIVATE,...)"
src/patches/patch_charge_mana_can_activate.c	49	0x42e9cb	"#define INJ	""\xeb\x10\x90""				/* jmp 0x42e9cb */"
src/patches/patch_charge_mana_can_activate.c	50	0x2e9b9	SEEK_AND_WRITE(f, 0x2e9b9);
src/patches/patch_charge_mana_can_activate.c	57	0x7e704c	"* 435c58:	f6 84 c0 4c 70 7e 00 01	# test	byte [eax+eax*8+0x7e704c], 0x1	; if (cards_data[iid].extra_ability & EA_ACT_ABILITY"
src/patches/patch_charge_mana_can_activate.c	58	0x435c64	"* 435c60:	74 02					# je	0x435c64						;     == 0) goto 0x435c64"
src/patches/patch_charge_mana_can_activate.c	61	0x435c64	"#define INJ	""\xeb\x0a\x90\x90\x90\x90\x90\x90""	/* jmp 0x435c64 */"
src/patches/patch_charge_mana_can_activate.c	62	0x35c58	SEEK_AND_WRITE(f, 0x35c58);
src/patches/patch_charge_mana_can_activate.c	67	patch_	"SUCCESS(""patch_charge_mana_can_activate"");"
src/patches/patch_charge_mana_can_activate.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_charge_mana_can_activate.pl	11	Patch	use Manalink::Patch;
src/patches/patch_charge_mana_can_activate.pl	18	0x42eba3	"#42e917:	0f 85 86 02 00 00	jne	0x42eba3			;     != 0) goto 0x42eba3"
src/patches/patch_charge_mana_can_activate.pl	19	0x20000	"#42e91d:	f7 46 08 00 00 02 00	test	dword [esi+0x8], 0x20000	; if ((instance->state & STATE_SUMMON_SICK)"
src/patches/patch_charge_mana_can_activate.pl	20	0x42e934	"#42e924:	74 0e			je	0x42e934			;     == 0) goto 0x42e934"
src/patches/patch_charge_mana_can_activate.pl	22	0x7c7000	"#42e929:	8b 04 85 00 70 7c 00	mov	eax, dword [eax*4+0x7c7000]	; eax = card_data_pointers[eax]"
src/patches/patch_charge_mana_can_activate.pl	24	0x42eba3	"#42e934:	0f 85 69 02 00 00	jne	0x42eba3			;     != 0) goto 0x42eba3"
src/patches/patch_charge_mana_can_activate.pl	28	patch	"#patch(""Magic.exe"", 0x42e913,"
src/patches/patch_charge_mana_can_activate.pl	29	0x42e93a	"#      ""eb 25"",	# jmp 0x42e93a"
src/patches/patch_charge_mana_can_activate.pl	38	0x7e7038	"#42e9bf:	8a 8c c0 38 70 7e 00	mov	cl, byte [eax+eax*8+0x7e7038]	; cl = cards_data[iid].type"
src/patches/patch_charge_mana_can_activate.pl	40	0x42e9ee	"#42e9c9:	75 23			jne	0x42e9ee			;     != 0) goto 0x42e9ee"
src/patches/patch_charge_mana_can_activate.pl	41	patch_	"#42e9cb:	6a ff			...					; dispatch_event(...,CAN_ACTIVATE,...)"
src/patches/patch_charge_mana_can_activate.pl	44	patch	#patch(0x42e9b9,
src/patches/patch_charge_mana_can_activate.pl	45	0x42e9cb	"#      ""eb 10"",	# jmp 0x42e9cb"
src/patches/patch_charge_mana_can_activate.pl	52	0x7e704c	"#435c58:	f6 84 c0 4c 70 7e 00 01	test	byte [eax+eax*8+0x7e704c], 0x1	; if (cards_data[iid].extra_ability & EA_ACT_ABILITY"
src/patches/patch_charge_mana_can_activate.pl	53	0x435c64	"#435c60:	74 02			je	0x435c64			;     == 0) goto 0x435c64"
src/patches/patch_charge_mana_can_activate.pl	54	patch	"#patch(""Magic.exe"", 0x435c58,"
src/patches/patch_charge_mana_can_activate.pl	55	0x435c64	"#      ""eb 0a"",	# jmp 0x435c64"
src/patches/patch_charge_mana_can_activate.pl	57	patch_	# Revert; now handled directly in dispatch_event_to_single_card() for the problematic case, and the original version is needed when called from sub_475A30()
src/patches/patch_charge_mana_can_activate.pl	58	patch	"patch(""Magic.exe"", 0x435c58,"
src/patches/patch_choose_a_card_accelerator_for_gold.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_choose_a_card_accelerator_for_gold.pl	26	Magic.exe	"$filename = ""Magic.exe"";"
src/patches/patch_choose_a_card_accelerator_for_gold.pl	34	0xf7652	seek_and_write($f, 0xf7652,
src/patches/patch_copy_to_display.pl	3	Magic.exe	# Updates Magic.exe and ManalinkEx.dll in-place.
src/patches/patch_copy_to_display.pl	8	Patch	use Manalink::Patch;
src/patches/patch_copy_to_display.pl	14	0x620288	"#(40b928:	68 88 02 62 00		push	0x620288	; arg1 = &critical_section_for_display)"
src/patches/patch_copy_to_display.pl	15	0x4d5e1c	"# 40b92d:	e8 ea a4 0c 00		call	0x4d5e1c	; EnterCriticalSection(&critical_section_for_display)"
src/patches/patch_copy_to_display.pl	17	patch	"patch(""Magic.exe"", 0x40b928,"
src/patches/patch_copy_to_display.pl	18	0x620288	"""68 88 02 62 00"",			# push	0x620288	; (unchanged)"
src/patches/patch_copy_to_display.pl	19	0x403093	"""e9 61 77 ff ff"");		# jmp	0x403093"
src/patches/patch_copy_to_display.pl	31	patch	patch(0x403090,
src/patches/patch_copy_to_display.pl	38	patch	patch(0x403093,
src/patches/patch_copy_to_display.pl	39	0x4d5e1c	"""e8 84 2d 0d 00"",			# call	0x4d5e1c	; EnterCriticalSection(&critical_section_for_display)"
src/patches/patch_copy_to_display.pl	40	0x200b3ee	"""e8 51 83 c0 01"",			# call	0x200b3ee	; copy_to_display_supplement()"
src/patches/patch_copy_to_display.pl	41	0x40b932	"""e9 90 88 00 00"");		# jmp	0x40b932	; return whence we came"
src/patches/patch_counters.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_counters.pl	12	Patch	use Manalink::Patch;
src/patches/patch_counters.pl	25	0x4d3a15	"# 4d3a0d:	74 06		je	0x4d3a15		;     == 0) goto 0x4d3a15;	// return 0"
src/patches/patch_counters.pl	27	0x4d3a1c	"# 4d3a13:	75 07		jne	0x4d3a1c		;     != 0) goto 0x4d3a1c;"
src/patches/patch_counters.pl	29	0x4d3b51	"# 4d3a17:	e9 35 01 00 00	jmp	0x4d3b51		; goto 0x4d3b51;			// return"
src/patches/patch_counters.pl	31	0x4d3a28	"# 4d3a20:	7c 06		jl	0x4d3a28		;     < 0) goto 0x4d3a28;	// return 0"
src/patches/patch_counters.pl	34	patch	"#patch(""Magic.exe"", 0x4d3a00,"
src/patches/patch_counters.pl	41	0x7d260a01	"#      ""68 01 0a 26 7d"",		# push	0x7d260a01		; arg3 = magic number to call drawcardlib.dll:draw_special_counters()"
src/patches/patch_counters.pl	42	0xffffffff	"#      ""6a ff"",			# push	0xffffffff		; arg2 = magic number not to draw card back"
src/patches/patch_counters.pl	43	0xffffffff	"#      ""6a ff"",			# push	0xffffffff		; arg1 = magic number not to draw card back"
src/patches/patch_counters.pl	44	0x4d5b94	"#      ""e8 77 21 00 00"",		# call	0x4d5b94		; DrawCardBack(...)"
src/patches/patch_counters.pl	50	patch	"patch(""Magic.exe"", 0x4d3a00,"
src/patches/patch_counters.pl	72	0x4d4ca0	"#4d318a:	e8 11 1b 00 00	call	0x4d4ca0		;   eax = get_counter_type_by_id(...)"
src/patches/patch_counters.pl	79	0x4d3a00	"#4d319b:	e8 60 08 00 00	call	0x4d3a00		; draw_special_counters(...)"
src/patches/patch_counters.pl	81	patch	"patch(""Magic.exe"", 0x4d3185,"
src/patches/patch_counters.pl	86	0x7d260a01	"""68 01 0a 26 7d"",		# push	0x7d260a01		; arg3 = magic number to call drawcardlib.dll:get_special_counter_rect()"
src/patches/patch_counters.pl	87	0xffffffff	"""6a ff"",			# push	0xffffffff		; arg2 = magic number not to draw card back"
src/patches/patch_counters.pl	88	0xffffffff	"""6a ff"",			# push	0xffffffff		; arg1 = magic number not to draw card back"
src/patches/patch_counters.pl	89	0x4d5b94	"""e8 f5 29 00 00"",		# call	0x4d5b94		; DrawCardBack(...)"
src/patches/patch_counters.pl	104	0x4d3b74	"# 4d3b6d:	75 05		jne	0x4d3b74		;     != 0) goto 0x4d3b74"
src/patches/patch_counters.pl	105	0x4d3cb8	"# 4d3b6f:	e9 44 01 00 00	jmp	0x4d3cb8		; goto 0x4d3cb8			// return"
src/patches/patch_counters.pl	107	0x4d3b90	"# 4d3b78:	75 16		jne	0x4d3b90		;     != 0) goto 0x4d3b90"
src/patches/patch_counters.pl	112	patch	patch(0x4d3b60,
src/patches/patch_counters.pl	118	0x7d260a03	"""68 03 0a 26 7d"",		# push	0x7d260a03		; arg3 = magic number to call drawcardlib.dll:get_special_counter_rect()"
src/patches/patch_counters.pl	119	0xffffffff	"""6a ff"",			# push	0xffffffff		; arg2 = magic number not to draw card back"
src/patches/patch_counters.pl	120	0xffffffff	"""6a ff"",			# push	0xffffffff		; arg1 = magic number not to draw card back"
src/patches/patch_counters.pl	121	0x4d5b94	"""e8 1a 20 00 00"",		# call	0x4d5b94		; DrawCardBack(...)"
src/patches/patch_counters.pl	144	0x438a00	"#4d3225:	e8 d6 57 f6 ff		# call	0x438a00		; get_displayed_standard_counters_counts(player, card, &counters2, &counters3, &counters4, &counters, &counters5);"
src/patches/patch_counters.pl	161	0x4d3cc0	"#4d325b:	e8 60 0a 00 00		# call	0x4d3cc0		; draw_standard_counters(hdc, &rect_counter, counter2, counters3, counters4, counters, counters5);"
src/patches/patch_counters.pl	164	patch	patch(0x4d31fa,
src/patches/patch_counters.pl	170	0x7d260a02	"""68 02 0a 26 7d"",			# push	0x7d260a02		; arg3 = magic number to call drawcardlib.dll:draw_standard_counters()"
src/patches/patch_counters.pl	171	0xffffffff	"""6a ff"",				# push	0xffffffff		; arg2 = magic number not to draw card back"
src/patches/patch_counters.pl	172	0xffffffff	"""6a ff"",				# push	0xffffffff		; arg1 = magic number not to draw card back"
src/patches/patch_counters.pl	173	0x4d5b94	"""e8 7c 29 00 00"",			# call	0x4d5b94		; DrawCardBack(...)"
src/patches/patch_counters.pl	175	0x4d3263	"""eb 46"",				# jmp	0x4d3263		; skip all the nop's"
src/patches/patch_create_card_instance.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_create_card_instance.pl	25	Magic.exe	"$filename = ""Magic.exe"";"
src/patches/patch_create_card_instance.pl	30	0x4796a0	# Replace call to exe's create_card_instance() at 0x4796a0 with 0x200b272 (create_card_instance()) #
src/patches/patch_create_card_instance.pl	33	0x4796a0	"# 479656:	e8 45 00 00 00		call	0x4796a0"
src/patches/patch_create_card_instance.pl	35	0x79656	seek_and_write($f, 0x79656,
src/patches/patch_create_card_instance.pl	36	0x0200b272	"0xe8, 0x17, 0x1c, 0xb9, 0x01);		# call	create_card_instance	; 0x0200b272"
src/patches/patch_deckdll_dll.pl	8	Patch	use Manalink::Patch;
src/patches/patch_deckdll_dll.pl	15	patch	"patch(""RAW"", ""Deckdll.dll"", 0x194,"
src/patches/patch_disable_validate_loaded_game.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_disable_validate_loaded_game.pl	14	Patch	use Manalink::Patch;
src/patches/patch_disable_validate_loaded_game.pl	24	patch	"patch(""Magic.exe"", 0x4a0850,"
src/patches/patch_dispatch_trigger.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_dispatch_trigger.pl	4	patch_	# 1. Replaces dispatch_trigger() with a call to the corresponding function in C.
src/patches/patch_dispatch_trigger.pl	25	Magic.exe	"$filename = ""Magic.exe"";"
src/patches/patch_dispatch_trigger.pl	30	0x200b1cd	# Replace entire function with an injection to 0x200b1cd (dispatch_trigger) #
src/patches/patch_dispatch_trigger.pl	37	0x371e0	seek_and_write($f, 0x371e0,
src/patches/patch_dispatch_trigger.pl	38	0x0200b1cd	"0xe9, 0xe8, 0x3f, 0xbd, 0x01,	# jmp 0x0200b1cd"
src/patches/patch_do_dialog_hook.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_do_dialog_hook.pl	8	Patch	use Manalink::Patch;
src/patches/patch_do_dialog_hook.pl	14	0x4aa090	"# 471bfb:	68 90 a0 4a 00		push	0x4aa090	; arg4 = &dlgproc_do_dialog"
src/patches/patch_do_dialog_hook.pl	16	patch	"patch(""Magic.exe"", 0x471bfb,"
src/patches/patch_do_dialog_hook.pl	17	0x200b489	"""68 89 b4 00 02"");	# push 0x200b489"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	3	Magic.exe	# Updates Magic.exe and ManalinkEx.dll in-place.
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	4	0x12702e0	# 1. If dword_0x12702e0 is set to nonzero during DrawSmallCard(), then don't draw generic counters during the next call to draw_standard_counters().
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	6	patch	# This patch has been reverted, and is superseded by patch_counters.pl.
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	10	Patch	use Manalink::Patch;
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	30	0x4d3cc0	"# 4d325b:	e8 60 0a 00 00		call	0x4d3cc0		; eax = draw_standard_counters(...)"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	33	patch	"#patch(""Magic.exe"", 0x4d322d,"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	40	patch	"#patch(""Magic.exe"", 0x4d322d,"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	46	patch	"#patch(""ManalinkEx.dll"", 0x12702c0,"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	47	0x4d3234	"#      ""a1 34 32 4d 00"",		# mov	eax, dword [0x4d3234]	; eax = *0x4d3234"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	52	0x4d3234	"#      ""c7 05 34 32 4d 00 00 00 00 00"",	# mov	dword [0x4d3234], 0x0	; *0x4d3234 = 0"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	68	0x4d3cc0	"#      ""e8 af 39 26 ff"",		# call	0x4d3cc0		; eax = draw_standard_counters(...)"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	70	0x4d3263	"#      ""e9 4a 2f 26 ff"",		# jmp	0x4d3263		; goto 0x4d3263"
src/patches/patch_dont_draw_counters_on_planeswalkers.pl	74	patch	"#patch(""ManalinkEx.dll"", 0x12702c0,"
src/patches/patch_dont_increase_lands_played_when_put_on_bf.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_dont_increase_lands_played_when_put_on_bf.pl	10	Patch	use Manalink::Patch;
src/patches/patch_dont_increase_lands_played_when_put_on_bf.pl	16	0x4ef1fc	"# 4b5ec5:	ff 05 fc f1 4e 00	inc	dword [0x4ef1fc]	; ++lands_played"
src/patches/patch_dont_increase_lands_played_when_put_on_bf.pl	18	patch	"patch(""Magic.exe"", 0x4b5ec5,"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	9	Patch	use Manalink::Patch;
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	17	0x401a80	"#(401882)	e8 f9 01 00 00		call	0x401a80		; esi=get_card_instance(eax,ecx)"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	19	0x4ef1c4	"#(40188b)	ff 04 85 c4 f1 4e 00	inc	dword [eax*4+0x4ef1c4]	; hand_count[eax]++"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	20	0x471d60	"#(401892)	e8 c9 04 07 00		call	0x471d60		; call_sub_437E20_unless_ai_is_speculating()	// Redraws, I think"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	24	0x62c17c	"#401899:	a3 7c c1 62 00		mov	dword [0x62c17c], eax	; trigger_cause_controller = eax"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	25	0x739a20	"#40189e:	89 0d 20 9a 73 00	mov	dword [0x739a20], ecx	; trigger_cause = ecx"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	27	0x738e00	"#4018a6:	68 00 8e 73 00		push	0x738e00		; arg3 = str_permanent_to_hand"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	29	0x628670	"#4018b0:	ff 35 70 86 62 00	push	dword [0x628670]	; arg1 = current_turn"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	30	0x4371a0	"#4018b6:	e8 e5 58 03 00		call	0x4371a0		; dispatch_trigger_twice_once_with_each_player_as_reason(current_turn, TRIGGER_BOUNCE_PERMANENT, str_permanent_to_hand, 0)"
src/patches/patch_dont_trigger_bounce_permanent_on_gy_to_hand.pl	33	patch	"patch(""Magic.exe"", 0x401899,"
src/patches/patch_drawfullcard_drawsmallcard_color.c	2	patch	"#include ""patch.h"""
src/patches/patch_drawfullcard_drawsmallcard_color.c	4	Magic.exe	// Updates Magic.exe in-place.
src/patches/patch_drawfullcard_drawsmallcard_color.c	15	Magic.exe	"OPEN(""Magic.exe"");"
src/patches/patch_drawfullcard_drawsmallcard_color.c	26	0x438dc0	"* 4d17eb:	e8 d0 75 f6 ff		call	0x438dc0		; eax = get_displayed_card_instance_t_color(arg1, arg2)"
